fold,n_heads,mlm_prob,n_layers,batch_size,hidden_size,d_ff,last_train_step,last_train_loss,best_eval_loss
5,16,0.15,8,128,768,3072,5200,2.1809,2.3012306690216064
5,16,0.15,8,128,768,4096,5200,2.1956,2.3065221309661865
5,16,0.15,8,128,1024,2048,4800,2.1349,2.2842912673950195
5,16,0.15,8,128,1024,3072,5200,2.1398,2.2987539768218994
5,16,0.15,8,128,1024,4096,8000,2.0207,2.259356737136841
5,16,0.2,8,128,512,2048,8400,2.1199,2.25446891784668
5,16,0.2,8,128,512,3072,8400,2.1313,2.2604007720947266
5,16,0.2,8,128,512,4096,8400,2.1489,2.2597463130950928
5,16,0.2,8,128,768,2048,8000,1.9741,2.2625532150268555
5,16,0.2,8,128,768,3072,8000,2.0067,2.2545390129089355
5,16,0.2,8,128,1024,2048,4400,2.1294,2.273939847946167
5,16,0.2,8,128,768,4096,8400,2.0148,2.2485976219177246
5,16,0.2,8,128,1024,3072,8400,1.8556,2.260810852050781
5,16,0.25,8,128,512,2048,8000,2.1292,2.261708498001098
5,16,0.2,8,128,1024,4096,8000,1.9558,2.268460988998413
5,16,0.25,8,128,512,3072,8400,2.1303,2.262577533721924
5,16,0.25,8,128,512,4096,8400,2.144,2.265433549880981
5,16,0.25,8,128,768,2048,8000,1.9664,2.271541118621826
5,16,0.25,8,128,768,3072,8000,1.9928,2.266388177871704
5,16,0.25,8,128,1024,2048,4400,2.1209,2.2789318561553955
5,16,0.25,8,128,1024,3072,4400,2.1464,2.284051418304444
5,16,0.25,8,128,768,4096,8400,1.9994,2.259308338165283
5,16,0.15,12,128,512,2048,4800,2.2299,2.2918529510498047
5,16,0.25,8,128,1024,4096,8000,1.9306,2.264986515045166
5,16,0.15,12,128,512,3072,5200,2.2333,2.313750982284546
5,16,0.15,12,128,512,4096,4800,2.2557,2.304917573928833
5,16,0.15,12,128,768,2048,4800,2.1839,2.2868831157684326
5,16,0.15,12,128,768,4096,4800,2.2345,2.295976161956787
5,16,0.15,12,128,768,3072,8000,2.0726,2.261259794235229
5,16,0.15,12,128,1024,2048,4800,2.1632,2.2809345722198486
5,16,0.15,12,128,1024,3072,4800,2.2147,2.2984652519226074
5,16,0.2,12,128,512,2048,11600,1.9678,2.2495062351226807
5,16,0.15,12,128,1024,4096,8400,2.1078,2.257457971572876
5,16,0.2,12,128,512,3072,8400,2.129,2.257020235061645
5,16,0.2,12,128,512,4096,11600,2.0561,2.241624355316162
5,16,0.2,12,128,768,2048,8000,1.9552,2.2539210319519043
5,16,0.2,12,128,768,3072,8400,1.9968,2.257631063461304
5,16,0.2,12,128,768,4096,8400,2.0655,2.252638339996338
5,16,0.2,12,128,1024,2048,5600,2.071,2.275608777999878
5,16,0.2,12,128,1024,3072,9200,1.8838,2.2551803588867188
5,16,0.2,12,128,1024,4096,8400,2.0261,2.2515907287597656
5,16,0.25,12,128,512,2048,8400,2.0972,2.262381792068481
5,16,0.25,12,128,512,3072,8000,2.1343,2.260817050933838
5,16,0.25,12,128,768,2048,5200,2.129,2.294311761856079
5,16,0.25,12,128,512,4096,8400,2.1508,2.2655861377716064
5,16,0.25,12,128,768,3072,8000,2.0053,2.2549097537994385
5,16,0.25,12,128,1024,2048,4400,2.1392,2.281701803207397
5,16,0.25,12,128,768,4096,8000,2.0637,2.263232707977295
5,16,0.25,12,128,1024,3072,8000,1.9448,2.258981466293335
5,16,0.25,12,128,1024,4096,8000,2.0148,2.2574732303619385
5,16,0.15,16,128,512,2048,5200,2.2233,2.310720920562744
5,16,0.15,16,128,512,3072,4800,2.2585,2.30647349357605
5,16,0.15,16,128,512,4096,4800,2.2716,2.313328981399536
5,16,0.15,16,128,768,2048,5200,2.1818,2.3075368404388428
5,16,0.15,16,128,768,3072,4800,2.2355,2.2970309257507324
5,16,0.15,16,128,768,4096,4800,2.2609,2.3025126457214355
5,16,0.15,16,128,1024,3072,3200,2.8009,2.8020682334899902
5,16,0.15,16,128,1024,2048,8400,2.1251,2.253852367401123
5,16,0.15,16,128,1024,4096,7200,2.8001,2.808671474456787
5,16,0.2,16,128,512,2048,8400,2.0944,2.262215137481689
5,16,0.2,16,128,512,3072,8400,2.1465,2.257822275161743
5,16,0.2,16,128,512,4096,8400,2.1832,2.2659332752227783
5,16,0.2,16,128,768,2048,5600,2.1339,2.277862310409546
5,16,0.2,16,128,768,3072,8000,2.0728,2.2542471885681152
5,16,0.2,16,128,768,4096,9200,2.0954,2.2679426670074463
5,16,0.2,16,128,1024,2048,8000,2.068,2.262430429458618
5,16,0.25,16,128,512,2048,8400,2.0869,2.261070489883423
5,16,0.2,16,128,1024,4096,7200,2.7993,2.805736541748047
5,16,0.2,16,128,1024,3072,12400,2.103,2.291737794876098
5,16,0.25,16,128,512,3072,8400,2.1358,2.265378713607788
5,16,0.25,16,128,512,4096,8800,2.1625,2.2527692317962646
5,16,0.25,16,128,768,2048,8400,1.9243,2.260637760162353
5,16,0.25,16,128,768,3072,8400,2.0239,2.256978273391724
5,16,0.25,16,128,768,4096,8000,2.1227,2.265456199645996
5,16,0.25,16,128,1024,2048,5200,2.1367,2.3032116889953613
5,16,0.25,16,128,1024,3072,4000,2.8007,2.7999696731567383
5,16,0.25,16,128,1024,4096,2400,2.8006,2.8098886013031006
