fold,n_heads,mlm_prob,n_layers,batch_size,hidden_size,d_ff,avg_train_loss,avg_eval_loss
0,20,0.6,4,128,940,3072,2.2786529411764707,2.31817991203732
1,20,0.6,4,128,940,3072,2.28223125,2.323297710979686
2,20,0.6,4,128,940,3072,2.279358823529412,2.312035706308153
3,20,0.6,4,128,940,3072,2.302858333333333,2.322153128110445
4,20,0.6,4,128,940,3072,2.2761117647058824,2.32034358713362
0,20,0.6,4,128,940,4096,2.278541176470588,2.3160820537143283
1,20,0.6,4,128,940,4096,2.2784529411764707,2.3229503366682263
2,20,0.6,4,128,940,4096,2.279988235294118,2.3121703598234387
3,20,0.6,4,128,940,4096,2.278517647058824,2.320673041873508
4,20,0.6,4,128,940,4096,2.302041666666667,2.3244331800020657
0,20,0.1,5,128,940,2048,2.2726428571428574,2.2897953828175863
1,20,0.1,5,128,940,2048,2.2036,2.292607708410783
2,20,0.1,5,128,940,2048,2.107048387096774,2.2721573039889336
3,20,0.1,5,128,940,2048,2.1732875000000003,2.284271087646484
4,20,0.1,5,128,940,2048,2.2859833333333337,2.302670075343205
0,20,0.1,5,128,940,3072,2.278571428571429,2.292881902058919
1,20,0.1,5,128,940,3072,2.2140904761904765,2.290234695781361
2,20,0.1,5,128,940,3072,2.24685,2.283326964629324
3,20,0.1,5,128,940,3072,2.2923916666666666,2.3019558099599986
4,20,0.1,5,128,940,3072,2.2914416666666666,2.302851621921246
0,20,0.1,5,128,940,4096,2.285392857142857,2.294808371861776
1,20,0.1,5,128,940,4096,2.2616529411764708,2.298074775271945
2,20,0.1,5,128,940,4096,2.3085454545454542,2.305987298488617
3,20,0.1,5,128,940,4096,2.297408333333333,2.302727332481972
4,20,0.1,5,128,940,4096,2.296958333333333,2.306202925168551
0,20,0.2,5,128,940,2048,2.2355071428571422,2.286769660313924
1,20,0.2,5,128,940,2048,2.1960647058823533,2.2886128425598145
2,20,0.2,5,128,940,2048,2.202252941176471,2.276584506034851
3,20,0.2,5,128,940,2048,2.2663454545454544,2.296998759110769
4,20,0.2,5,128,940,2048,2.254925,2.290853463686429
0,20,0.2,5,128,940,3072,2.2391214285714285,2.287548923492432
1,20,0.2,5,128,940,3072,2.2020411764705883,2.284217847718133
2,20,0.2,5,128,940,3072,2.271581818181818,2.2893996834754944
3,20,0.2,5,128,940,3072,2.2693545454545454,2.297278563181559
4,20,0.2,5,128,940,3072,2.2378142857142858,2.2905871550242107
0,20,0.2,5,128,940,4096,2.2468,2.2881608327229817
1,20,0.2,5,128,940,4096,2.2120294117647057,2.286383456654019
2,20,0.2,5,128,940,4096,2.2373066666666666,2.280636876821518
3,20,0.2,5,128,940,4096,2.274109090909091,2.3001349767049155
4,20,0.2,5,128,940,4096,2.241778571428572,2.2885043621063232
0,20,0.4,5,128,940,2048,2.218594117647059,2.2994765043258667
1,20,0.4,5,128,940,2048,2.218135294117647,2.3050884670681424
2,20,0.4,5,128,940,2048,2.221435294117648,2.2925403780407376
3,20,0.4,5,128,940,2048,2.219129411764706,2.2981905010011463
4,20,0.4,5,128,940,2048,2.2167941176470585,2.299911869896783
0,20,0.4,5,128,940,3072,2.220729411764706,2.3012488550610013
1,20,0.4,5,128,940,3072,2.2174411764705884,2.3037078115675182
2,20,0.4,5,128,940,3072,2.2204117647058825,2.2921685907575817
3,20,0.4,5,128,940,3072,2.2187411764705884,2.2980567879147
4,20,0.4,5,128,940,3072,2.2163117647058823,2.2991105053159924
0,20,0.4,5,128,940,4096,2.2240411764705885,2.2990589671664767
1,20,0.4,5,128,940,4096,2.2220823529411766,2.303023417790731
2,20,0.4,5,128,940,4096,2.225641176470588,2.293167816268073
3,20,0.4,5,128,940,4096,2.221358823529412,2.297066807746887
4,20,0.4,5,128,940,4096,2.22933125,2.300353793536916
0,20,0.6,5,128,940,2048,2.272782352941176,2.3169292079077826
1,20,0.6,5,128,940,2048,2.2780375,2.32488257744733
2,20,0.6,5,128,940,2048,2.268005555555556,2.3120523502952173
3,20,0.6,5,128,940,2048,2.2993916666666663,2.322192100378184
4,20,0.6,5,128,940,2048,2.27594375,2.320750923717723
0,20,0.6,5,128,940,3072,2.274311764705882,2.3182508415646024
1,20,0.6,5,128,940,3072,2.2719,2.322501394483778
2,20,0.6,5,128,940,3072,2.2740705882352943,2.311016625828213
3,20,0.6,5,128,940,3072,2.272423529411765,2.319127162297567
4,20,0.6,5,128,940,3072,2.2763625000000003,2.321614012998693
0,20,0.6,5,128,940,4096,2.2759764705882355,2.3178528017467923
1,20,0.6,5,128,940,4096,2.302825,2.326607575783363
2,20,0.6,5,128,940,4096,2.2705055555555553,2.3116451062654195
3,20,0.6,5,128,940,4096,2.302191666666667,2.323759299058181
4,20,0.6,5,128,940,4096,2.2728529411764704,2.3204468621148004
